"","X","Name","High.Degree","Longitude","Latitude","Applicants","Admissions","Enrolled","SAT.Reading.25","SAT.Reading.75","SAT.Math.25","SAT.Math.75","ACT.25","ACT.75","Percent.Admitted","Tuition","Tuition.Instate","Tuition.Outstate","State","Region","Control","TEnrollment","Percent.Women","Pecent.Instate","Percent.Outstate","Percent.Foreign","GradRate.4yr","Percent.Finan.Aid"
"964",964,"Bowling Green State University-Main Campus","Doctor's degree",-83.637531,41.377036,15689,11370,3348,440,560,440,570,19,24,72,10726,23506,30814,"Ohio","Great Lakes","Public",14477,56,85,14,1,31,96
"965",965,"Capital University","Doctor's degree",-82.937867,39.954875,3640,2768,691,470,600,490,610,21,27,76,31990,44350,44350,"Ohio","Great Lakes","Private not-for-profit",2788,58,89,10,1,52,100
"966",966,"Case Western Reserve University","Doctor's degree",-81.605769,41.500812,18418,7713,1252,600,720,670,760,29,33,42,41800,57798,57798,"Ohio","Great Lakes","Private not-for-profit",4661,45,29,60,12,65,88
"967",967,"Cedarville University","Doctor's degree",-83.812098,39.750338,3267,2418,781,540,640,540,640,24,29,74,26420,35020,35020,"Ohio","Great Lakes","Private not-for-profit",3238,53,38,59,2,61,97
"968",968,"Central State University","Master's degree",-83.876795,39.716465,7142,2377,420,370,470,360,450,15,19,33,6058,17804,25256,"Ohio","Great Lakes","Public",2036,53,47,53,0,10,91
"969",969,"University of Cincinnati-Main Campus","Doctor's degree",-84.51428,39.131159,16002,11721,4486,490,620,510,640,22,28,73,10784,27434,42466,"Ohio","Great Lakes","Public",23706,50,84,13,4,25,83
"970",970,"Ohio Christian University","Master's degree",-82.905986,39.610895,1455,1413,719,400,490,360,490,17,23,97,17720,33418,33418,"Ohio","Great Lakes","Private not-for-profit",3528,61,NA,NA,NA,16,61
"971",971,"Cleveland State University","Doctor's degree",-81.673052,41.502918,6768,4255,1727,450,570,460,580,19,25,63,9499,25317,28496,"Ohio","Great Lakes","Public",12133,54,NA,NA,NA,8,92
"972",972,"University of Dayton","Doctor's degree",-84.173662,39.73686,15719,8327,1761,490,600,530,630,24,29,53,35800,49540,49540,"Ohio","Great Lakes","Private not-for-profit",7975,48,46,44,10,60,98
"973",973,"Defiance College","Master's degree",-84.356596,41.300336,1704,1220,241,380,530,410,550,18,23,72,28690,41700,41700,"Ohio","Great Lakes","Private not-for-profit",892,48,NA,NA,NA,38,100
"974",974,"Denison University","Bachelor's degree",-82.520625,40.072582,4770,2193,582,590,660,600,670,27,31,46,43910,56520,56520,"Ohio","Great Lakes","Private not-for-profit",2274,58,24,68,8,78,100
"975",975,"The University of Findlay","Doctor's degree",-83.652067,41.05441,2260,1544,581,480,570,480,580,21,26,68,29798,41306,41306,"Ohio","Great Lakes","Private not-for-profit",3872,62,73,27,0,44,100
"976",976,"Heidelberg University","Master's degree",-83.166581,41.114337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26180,38154,38154,"Ohio","Great Lakes","Private not-for-profit",1107,50,85,14,0,35,100
"977",977,"Hiram College","Master's degree",-81.141552,41.310998,2542,1458,290,430,600,450,580,19,25,57,30290,43145,43145,"Ohio","Great Lakes","Private not-for-profit",1283,55,NA,NA,NA,57,100
"978",978,"John Carroll University","Master's degree",-81.533103,41.488978,3721,3101,793,490,590,500,600,22,27,83,34480,48310,48310,"Ohio","Great Lakes","Private not-for-profit",3040,48,67,32,1,65,100
"979",979,"Kent State University at Salem","Bachelor's degree",-80.835458,40.86408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5554,NA,NA,"Ohio","Great Lakes","Public",1844,71,100,0,0,11,88
"980",980,"Kent State University at Kent","Doctor's degree",-81.342253,41.146856,15970,13259,4111,470,570,470,570,20,25,83,9816,24926,32886,"Ohio","Great Lakes","Public",22968,59,82,15,3,28,91
"981",981,"Kenyon College","Bachelor's degree",-82.397977,40.374408,4054,1556,483,630,720,600,690,28,32,38,45640,60070,60070,"Ohio","Great Lakes","Private not-for-profit",1705,54,NA,NA,NA,86,64
"982",982,"Lake Erie College","Master's degree",-81.251817,41.717841,1158,644,205,430,520,440,540,19,23,56,27368,40364,40364,"Ohio","Great Lakes","Private not-for-profit",922,49,67,30,3,28,100
"983",983,"Lourdes University","Master's degree",-83.706649,41.708694,1307,906,227,NA,NA,NA,NA,NA,NA,69,17655,31157,31157,"Ohio","Great Lakes","Private not-for-profit",1806,70,NA,NA,NA,7,98
"984",984,"Malone University","Master's degree",-81.383525,40.826516,1333,957,316,460,558,463,578,19,26,72,25678,37934,37934,"Ohio","Great Lakes","Private not-for-profit",1656,57,82,18,1,46,100
"985",985,"Marietta College","Master's degree",-81.450038,39.417638,4168,2662,385,NA,NA,500,630,21,27,64,31940,44362,44362,"Ohio","Great Lakes","Private not-for-profit",1416,42,55,39,7,44,99
"986",986,"Miami University-Oxford","Doctor's degree",-84.731821,39.509642,22520,15034,3644,540,650,580,680,25,30,67,13800,29701,45491,"Ohio","Great Lakes","Public",15462,52,61,35,4,68,77
"987",987,"University of Mount Union","Master's degree",-81.108624,40.905093,2660,1894,552,440,540,540,580,20,25,71,27380,38895,38895,"Ohio","Great Lakes","Private not-for-profit",2096,50,NA,NA,NA,53,95
"988",988,"Mount Vernon Nazarene University","Master's degree",-82.474667,40.373859,1279,812,302,480,620,470,580,20,26,63,23690,35020,35020,"Ohio","Great Lakes","Private not-for-profit",1829,64,NA,NA,NA,49,100
"989",989,"College of Mount St Joseph","Doctor's degree",-84.640143,39.094519,1197,1048,324,400,520,380,550,19,24,88,25800,35880,35880,"Ohio","Great Lakes","Private not-for-profit",1795,63,82,18,0,39,100
"990",990,"Muskingum University","Master's degree",-81.737192,39.996635,2001,1520,405,400,520,420,540,18,24,76,23662,35694,35694,"Ohio","Great Lakes","Private not-for-profit",1728,55,87,8,4,29,100
"991",991,"Notre Dame College","Master's degree",-81.516212,41.506938,2468,2227,338,398,500,418,520,18,22,90,26344,38502,38502,"Ohio","Great Lakes","Private not-for-profit",1989,55,NA,NA,NA,18,100
"992",992,"Oberlin College","Master's degree",-82.221786,41.29474,7438,2262,781,650,740,620,715,28,32,30,46870,62132,62132,"Ohio","Great Lakes","Private not-for-profit",2894,55,NA,NA,NA,76,88
"993",993,"Ohio Dominican University","Master's degree",-82.940499,39.99265,2652,1310,239,440,540,480,580,20,24,49,28932,42087,42087,"Ohio","Great Lakes","Private not-for-profit",2005,58,91,6,3,29,100
"994",994,"Ohio Northern University","Doctor's degree",-83.830729,40.766144,3325,2256,613,490,620,530,650,23,29,68,36720,50960,50960,"Ohio","Great Lakes","Private not-for-profit",2702,48,NA,NA,NA,53,99
"995",995,"Ohio State University-Lima Campus","Master's degree",-84.026195,40.737828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7140,NA,NA,"Ohio","Great Lakes","Public",1059,55,99,1,0,20,94
"996",996,"Ohio State University-Mansfield Campus","Master's degree",-82.578673,40.797259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7140,22036,37756,"Ohio","Great Lakes","Public",1155,55,100,0,0,20,87
"997",997,"Ohio State University-Marion Campus","Master's degree",-83.085889,40.579444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7140,NA,NA,"Ohio","Great Lakes","Public",1230,54,99,1,0,21,92
"998",998,"Ohio State University-Newark Campus","Master's degree",-82.447992,40.068353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7140,22036,37756,"Ohio","Great Lakes","Public",2263,52,100,0,0,19,100
"999",999,"Ohio State University-Main Campus","Doctor's degree",-83.009001,39.998389,31359,17413,7130,540,660,610,720,27,31,56,10037,25479,41199,"Ohio","Great Lakes","Public",44201,47,71,22,0,59,83
"1000",1000,"Ohio University-Main Campus","Doctor's degree",-82.101064,39.326799,20765,15149,4244,480,600,490,600,22,26,73,10446,24396,33360,"Ohio","Great Lakes","Public",23504,60,85,12,2,48,79
"1001",1001,"Ohio Wesleyan University","Bachelor's degree",-83.067912,40.296912,4029,3035,541,490,620,500,630,22,27,75,40510,55690,55690,"Ohio","Great Lakes","Private not-for-profit",1830,54,NA,NA,NA,54,99
"1002",1002,"Otterbein University","Doctor's degree",-82.936231,40.12534,3176,2342,575,490,590,490,585,21,26,74,31424,44276,44276,"Ohio","Great Lakes","Private not-for-profit",2479,62,85,14,0,2,100
"1003",1003,"University of Rio Grande","Master's degree",-82.377359,38.88058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20780,35008,35008,"Ohio","Great Lakes","Private not-for-profit",2206,62,NA,NA,NA,23,94
"1004",1004,"Shawnee State University","Master's degree",-82.995357,38.730909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7177,21451,26565,"Ohio","Great Lakes","Public",4255,58,90,10,0,13,96
"1005",1005,"Franciscan University of Steubenville","Master's degree",-80.623094,40.376086,1889,1437,460,540,650,510,620,23,28,76,23160,34490,34490,"Ohio","Great Lakes","Private not-for-profit",2112,62,NA,NA,NA,61,97
"1006",1006,"Tiffin University","Master's degree",-83.18355,41.119193,5228,2016,1313,440,523,420,540,18,23,39,20700,36481,36481,"Ohio","Great Lakes","Private not-for-profit",3764,59,NA,NA,NA,34,98
"1007",1007,"University of Toledo","Doctor's degree",-83.615225,41.65795,11066,10040,3428,450,570,460,600,19,25,91,9275,24109,33229,"Ohio","Great Lakes","Public",16153,49,NA,NA,NA,23,96
"1008",1008,"Union Institute & University","Doctor's degree",-84.500139,39.126856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11904,NA,NA,"Ohio","Great Lakes","Private not-for-profit",1241,55,NA,NA,NA,25,90
"1009",1009,"Urbana University","Master's degree",-83.760035,40.099881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21566,31686,31686,"Ohio","Great Lakes","Private not-for-profit",1584,56,NA,NA,NA,24,81
"1010",1010,"Ursuline College","Doctor's degree",-81.466716,41.494971,441,255,103,430,630,480,580,19,24,58,26720,38344,38344,"Ohio","Great Lakes","Private not-for-profit",805,92,82,17,2,28,100
"1011",1011,"Walsh University","Doctor's degree",-81.36911,40.873295,1640,1265,493,440,570,480,580,20,25,77,25840,39390,39390,"Ohio","Great Lakes","Private not-for-profit",2385,61,NA,NA,NA,44,100
"1012",1012,"Wilberforce University","Master's degree",-83.879358,39.707993,1534,895,69,NA,NA,NA,NA,NA,NA,58,15140,26890,26890,"Ohio","Great Lakes","Private not-for-profit",463,61,20,80,0,39,100
"1013",1013,"Wilmington College","Master's degree",-83.817271,39.441097,3780,1740,275,420,550,430,570,19,24,46,28190,40057,40057,"Ohio","Great Lakes","Private not-for-profit",1169,53,NA,NA,NA,33,100
"1014",1014,"Wittenberg University","Master's degree",-83.814082,39.937463,5274,4711,549,520,620,520,620,23,25,89,38030,50766,50766,"Ohio","Great Lakes","Private not-for-profit",1959,57,68,30,2,59,99
"1015",1015,"The College of Wooster","Bachelor's degree",-81.934674,40.81046,5583,3145,560,550,670,550,660,25,30,56,41680,53500,53500,"Ohio","Great Lakes","Private not-for-profit",2116,56,39,54,0,70,99
"1016",1016,"Wright State University-Main Campus","Doctor's degree",-84.064881,39.780634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8542,22438,30442,"Ohio","Great Lakes","Public",12796,51,93,3,3,19,88
"1017",1017,"Xavier University","Doctor's degree",-84.477648,39.149291,10907,7632,1289,500,600,510,610,23,27,70,33000,46520,46520,"Ohio","Great Lakes","Private not-for-profit",4620,54,46,52,2,66,100
"1018",1018,"Youngstown State University","Doctor's degree",-80.646515,41.105583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8129,20343,20572,"Ohio","Great Lakes","Public",12138,53,86,13,1,9,96
"1019",1019,"Bacone College","Bachelor's degree",-95.335337,35.77707,2445,1756,249,350,485,385,510,15,19,72,14050,28010,28010,"Oklahoma","Southwest","Private not-for-profit",965,37,NA,NA,NA,0,88
"1020",1020,"Oklahoma Wesleyan University","Master's degree",-95.954124,36.717752,2335,1152,187,410,520,430,560,18,24,49,22252,34960,34960,"Oklahoma","Southwest","Private not-for-profit",1214,61,42,51,0,50,100
"1021",1021,"Southern Nazarene University","Master's degree",-97.629504,35.513295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22044,32844,32844,"Oklahoma","Southwest","Private not-for-profit",1743,52,NA,NA,NA,33,100
"1022",1022,"Cameron University","Master's degree",-98.434163,34.606487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5055,15337,22777,"Oklahoma","Southwest","Public",5358,61,86,9,4,8,88
"1023",1023,"University of Central Oklahoma","Master's degree",-97.470985,35.658239,10432,8761,2223,NA,NA,NA,NA,20,24,84,5437,17293,25407,"Oklahoma","Southwest","Public",15218,57,90,3,7,10,76
"1024",1024,"East Central University","Master's degree",-96.664196,34.773805,968,950,612,370,530,430,560,18,23,98,5241,13063,20465,"Oklahoma","Southwest","Public",3757,60,89,1,3,17,85
"1025",1025,"Langston University","Doctor's degree",-97.260263,35.943953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3815,16465,21889,"Oklahoma","Southwest","Public",2075,60,51,48,0,16,94
"1026",1026,"Northeastern State University","Doctor's degree",-94.968528,35.920499,1889,1386,847,NA,NA,NA,NA,18,23,73,4992,14298,21318,"Oklahoma","Southwest","Public",7418,60,90,8,2,12,94
"1027",1027,"Northwestern Oklahoma State University","Master's degree",-98.667596,36.796313,888,531,437,NA,NA,NA,NA,17,22,60,5642,14522,20644,"Oklahoma","Southwest","Public",2077,56,70,22,8,13,96
"1028",1028,"Oklahoma Christian University","Master's degree",-97.468312,35.609042,1984,1254,533,460,620,450,610,22,28,63,18800,29825,29825,"Oklahoma","Southwest","Private not-for-profit",1962,49,41,54,5,28,99
"1029",1029,"Oklahoma Panhandle State University","Bachelor's degree",-101.638488,36.594518,858,409,289,NA,NA,NA,NA,16,21,48,6739,15888,15888,"Oklahoma","Southwest","Public",1375,53,45,54,1,16,92
"1030",1030,"Oklahoma State University-Main Campus","Doctor's degree",-97.069743,36.123085,11064,8411,3872,490,600,520,620,22,28,76,7442,21842,34427,"Oklahoma","Southwest","Public",20660,49,64,34,1,33,87
"1031",1031,"Oklahoma Baptist University","Master's degree",-96.934334,35.359949,6560,3704,580,460,600,470,600,21,27,56,21842,33400,33400,"Oklahoma","Southwest","Private not-for-profit",2019,59,NA,NA,NA,47,99
"1032",1032,"Oklahoma City University","Doctor's degree",-97.541242,35.495271,1442,1038,351,490,620,500,610,23,29,72,29426,44356,44356,"Oklahoma","Southwest","Private not-for-profit",1964,62,36,55,6,49,96
"1033",1033,"University of Oklahoma-Norman Campus","Doctor's degree",-97.445692,35.208152,10991,8841,4052,500,630,530,650,23,29,80,8916,23441,35630,"Oklahoma","Southwest","Public",20985,49,60,37,0,35,74
"1034",1034,"Oral Roberts University","Doctor's degree",-95.954215,36.050705,1417,617,399,460,570,450,560,20,25,44,22508,36950,36950,"Oklahoma","Southwest","Private not-for-profit",2884,56,NA,NA,NA,41,98
"1035",1035,"Rogers State University","Bachelor's degree",-95.635739,36.319609,1864,1015,785,NA,NA,NA,NA,17,23,54,5349,18451,25105,"Oklahoma","Southwest","Public",4473,63,95,4,1,9,88
"1036",1036,"Saint Gregory's University","Master's degree",-96.954186,35.367401,602,570,127,NA,NA,NA,NA,NA,NA,95,20595,33389,33389,"Oklahoma","Southwest","Private not-for-profit",633,57,63,34,2,15,95
"1037",1037,"University of Science and Arts of Oklahoma","Bachelor's degree",-97.95641,35.031392,594,371,150,475,545,430,530,18,24,62,4866,13106,19538,"Oklahoma","Southwest","Public",918,64,83,8,9,27,95
"1038",1038,"Southeastern Oklahoma State University","Master's degree",-96.376381,34.00361,1001,800,538,NA,NA,NA,NA,18,22,80,5315,15045,23170,"Oklahoma","Southwest","Public",3498,54,74,24,2,13,96
"1039",1039,"Southwestern Christian University","Master's degree",-97.639411,35.513596,405,358,254,420,575,440,605,17,23,88,14220,26470,26470,"Oklahoma","Southwest","Private not-for-profit",804,55,NA,NA,NA,35,93
"1040",1040,"Southwestern Oklahoma State University","Doctor's degree",-98.707964,35.534609,2536,2289,913,NA,NA,NA,NA,18,24,90,5460,17613,23973,"Oklahoma","Southwest","Public",4162,58,88,8,4,14,95
"1041",1041,"University of Tulsa","Doctor's degree",-95.945175,36.151887,7304,2965,856,560,710,570,690,25,32,41,34835,51035,51035,"Oklahoma","Southwest","Private not-for-profit",3428,42,38,34,27,51,88
"1042",1042,"Concordia University-Portland","Doctor's degree",-122.637944,45.568242,1790,1001,217,440,550,450,550,18,24,56,27492,39022,39022,"Oregon","Far West","Private not-for-profit",1388,68,52,43,5,36,99
"1043",1043,"Eastern Oregon University","Master's degree",-118.09384,45.320392,1503,1007,426,410,530,410,520,NA,NA,67,7530,21090,30315,"Oregon","Far West","Public",3754,61,68,32,1,15,94
"1044",1044,"George Fox University","Doctor's degree",-122.968394,45.30399,2431,1830,624,470,600,470,600,20,26,75,31120,43800,43800,"Oregon","Far West","Private not-for-profit",2384,57,57,39,4,52,99
"1045",1045,"Lewis & Clark College","Doctor's degree",-122.672478,45.450547,6458,4059,473,600,700,580,670,26,31,63,41928,55666,55666,"Oregon","Far West","Private not-for-profit",2126,59,12,82,5,67,90
"1046",1046,"Linfield College-McMinnville Campus","Bachelor's degree",-123.200464,45.201333,2139,1972,449,480,600,500,600,21,26,92,36310,48182,48182,"Oregon","Far West","Private not-for-profit",1671,60,NA,NA,NA,59,99
"1047",1047,"Marylhurst University","Master's degree",-122.647755,45.398174,36,14,8,NA,NA,NA,NA,NA,NA,39,19665,NA,NA,"Oregon","Far West","Private not-for-profit",741,69,NA,NA,NA,0,100
"1048",1048,"Northwest Christian University","Master's degree",-123.079754,44.047483,318,224,82,450,535,435,530,18,23,70,24930,37470,37470,"Oregon","Far West","Private not-for-profit",484,64,NA,NA,NA,42,100
"1049",1049,"Oregon Institute of Technology","Master's degree",-121.785177,42.257152,2778,1982,363,440,550,460,580,20,25,71,8548,21163,34803,"Oregon","Far West","Public",4366,48,79,20,1,18,89
"1050",1050,"Oregon State University","Doctor's degree",-123.274721,44.56274,12414,9799,3516,480,600,490,630,21,27,79,8322,23559,38751,"Oregon","Far West","Public",23157,46,73,23,3,30,86
"1051",1051,"University of Oregon","Doctor's degree",-123.07398,44.044515,21263,15770,4031,490,600,500,620,22,27,74,9763,24352,44377,"Oregon","Far West","Public",20797,52,49,40,11,44,68
"1052",1052,"Pacific University","Doctor's degree",-123.108777,45.521394,2658,2291,421,490,600,500,610,21,27,86,37024,50486,50486,"Oregon","Far West","Private not-for-profit",1785,58,NA,NA,NA,52,99
"1053",1053,"Portland State University","Doctor's degree",-122.683553,45.511229,5751,3518,1465,460,590,460,580,NA,NA,61,7878,23528,38738,"Oregon","Far West","Public",22927,52,70,21,9,18,76
